rubro,provincia,anio,value
Combustibles y energía,Capital Federal,2019,0
Combustibles y energía,Córdoba,2019,19.473
Combustibles y energía,Entre Ríos,2019,0
Combustibles y energía,La Pampa,2019,0
Combustibles y energía,Santa Fe,2019,70.463
Combustibles y energía,Chubut,2019,1184.984
Combustibles y energía,Neuquén,2019,264.481
Combustibles y energía,Río Negro,2019,9.747
Combustibles y energía,Santa Cruz,2019,321.201
Combustibles y energía,Tierra del Fuego,2019,114.681
Combustibles y energía,Catamarca,2019,0
Combustibles y energía,Jujuy,2019,0
Combustibles y energía,La Rioja,2019,0
Combustibles y energía,Salta,2019,34.121
Combustibles y energía,Santiago del Estero,2019,0
Combustibles y energía,Tucumán,2019,2.099
Combustibles y energía,Mendoza,2019,61.358
Combustibles y energía,San Juan,2019,0
Combustibles y energía,San Luis,2019,0
Combustibles y energía,Chaco,2019,0
Combustibles y energía,Corrientes,2019,3.216
Combustibles y energía,Formosa,2019,7.12
Combustibles y energía,Misiones,2019,0
Total,Total País,2020,54883.822
Total,Buenos Aires,2020,19428.334
Total,Capital Federal,2020,280.854
Total,Córdoba,2020,8162.93
Total,Entre Ríos,2020,1425.285
Total,La Pampa,2020,592.325
Total,Santa Fe,2020,11239.026
Total,Chubut,2020,2029.541
Total,Neuquén,2020,243.544
Total,Río Negro,2020,376.326
Total,Santa Cruz,2020,1919.871
Total,Tierra del Fuego,2020,197.722
Total,Catamarca,2020,137.015
Total,Jujuy,2020,328.543
Total,La Rioja,2020,172.949
Total,Salta,2020,922.576
Total,Santiago del Estero,2020,1120.427
Total,Tucumán,2020,773.75
Total,Mendoza,2020,1349.926
Total,San Juan,2020,1119.853
Total,San Luis,2020,568.631
Total,Chaco,2020,375.96
Total,Corrientes,2020,585.815
Total,Formosa,2020,30.446
Total,Misiones,2020,392.227
Productos primarios,Total País,2020,16206.686
Productos primarios,Buenos Aires,2020,4235.989
Productos primarios,Capital Federal,2020,0
Productos primarios,Córdoba,2020,3933.287
Productos primarios,Entre Ríos,2020,736.132
Productos primarios,La Pampa,2020,447.397
Productos primarios,Santa Fe,2020,1801.049
Productos primarios,Chubut,2020,602.473
Productos primarios,Neuquén,2020,40.455
Productos primarios,Río Negro,2020,294.365
Productos primarios,Santa Cruz,2020,370.521
Productos primarios,Tierra del Fuego,2020,49.745
Productos primarios,Catamarca,2020,24.076
Productos primarios,Jujuy,2020,184.639
Productos primarios,La Rioja,2020,5.28
Productos primarios,Salta,2020,722.462
Productos primarios,Santiago del Estero,2020,1070.833
Productos primarios,Tucumán,2020,274.227
Productos primarios,Mendoza,2020,202.457
Productos primarios,San Juan,2020,64.816
Productos primarios,San Luis,2020,187.478
Productos primarios,Chaco,2020,325.66
Productos primarios,Corrientes,2020,126.282
Productos primarios,Formosa,2020,16.328
Productos primarios,Misiones,2020,64.861
Manufacturas de origen agropecuario,Total País,2020,21786.307
Manufacturas de origen agropecuario,Buenos Aires,2020,7017.237
Manufacturas de origen agropecuario,Capital Federal,2020,50.819
Manufacturas de origen agropecuario,Córdoba,2020,3118.402
Manufacturas de origen agropecuario,Entre Ríos,2020,547.678
Manufacturas de origen agropecuario,La Pampa,2020,141.602
Manufacturas de origen agropecuario,Santa Fe,2020,8235.939
Manufacturas de origen agropecuario,Chubut,2020,74.259
Manufacturas de origen agropecuario,Neuquén,2020,5.326
Manufacturas de origen agropecuario,Río Negro,2020,72.151
Manufacturas de origen agropecuario,Santa Cruz,2020,34.19
Manufacturas de origen agropecuario,Tierra del Fuego,2020,34.109
Manufacturas de origen agropecuario,Catamarca,2020,8.956
Manufacturas de origen agropecuario,Jujuy,2020,69.02
Manufacturas de origen agropecuario,La Rioja,2020,102.986
Manufacturas de origen agropecuario,Salta,2020,84.054
Manufacturas de origen agropecuario,Santiago del Estero,2020,49.245
Manufacturas de origen agropecuario,Tucumán,2020,226.731
Manufacturas de origen agropecuario,Mendoza,2020,977.066
Manufacturas de origen agropecuario,San Juan,2020,151.341
Manufacturas de origen agropecuario,San Luis,2020,275.667
Manufacturas de origen agropecuario,Chaco,2020,47.065
Manufacturas de origen agropecuario,Corrientes,2020,66.977
Manufacturas de origen agropecuario,Formosa,2020,8.131
Manufacturas de origen agropecuario,Misiones,2020,214.502
Manufacturas de origen industrial,Total País,2020,13297.656
Manufacturas de origen industrial,Buenos Aires,2020,6500.491
Manufacturas de origen industrial,Capital Federal,2020,229.931
Manufacturas de origen industrial,Córdoba,2020,1097.335
Manufacturas de origen industrial,Entre Ríos,2020,108.443
Manufacturas de origen industrial,La Pampa,2020,3.325
Manufacturas de origen industrial,Santa Fe,2020,1141.792
Manufacturas de origen industrial,Chubut,2020,493.089
Manufacturas de origen industrial,Neuquén,2020,16.77
Manufacturas de origen industrial,Río Negro,2020,3.237
Manufacturas de origen industrial,Santa Cruz,2020,1283.669
Manufacturas de origen industrial,Tierra del Fuego,2020,31.661
Manufacturas de origen industrial,Catamarca,2020,103.983
Manufacturas de origen industrial,Jujuy,2020,74.885
Manufacturas de origen industrial,La Rioja,2020,64.682
Manufacturas de origen industrial,Salta,2020,96.954
Manufacturas de origen industrial,Santiago del Estero,2020,0
Manufacturas de origen industrial,Tucumán,2020,271.295
Manufacturas de origen industrial,Mendoza,2020,136.411
Manufacturas de origen industrial,San Juan,2020,903.697
Manufacturas de origen industrial,San Luis,2020,105.473
Manufacturas de origen industrial,Chaco,2020,3.236
Manufacturas de origen industrial,Corrientes,2020,18.619
Manufacturas de origen industrial,Formosa,2020,0.818
Manufacturas de origen industrial,Misiones,2020,112.864
Combustibles y energía,Total País,2020,3593.173
Combustibles y energía,Buenos Aires,2020,1674.618
Combustibles y energía,Capital Federal,2020,0
Combustibles y energía,Córdoba,2020,13.906
Combustibles y energía,Entre Ríos,2020,33.033
Combustibles y energía,La Pampa,2020,0
Combustibles y energía,Santa Fe,2020,60.247
Combustibles y energía,Chubut,2020,859.721
Combustibles y energía,Neuquén,2020,180.995
Combustibles y energía,Río Negro,2020,6.573
Combustibles y energía,Santa Cruz,2020,231.49
Combustibles y energía,Tierra del Fuego,2020,82.208
Combustibles y energía,Catamarca,2020,0
Combustibles y energía,Jujuy,2020,0
Combustibles y energía,La Rioja,2020,0
Combustibles y energía,Salta,2020,19.106
Combustibles y energía,Santiago del Estero,2020,0
Combustibles y energía,Tucumán,2020,1.498
Combustibles y energía,Mendoza,2020,33.993
Combustibles y energía,San Juan,2020,0
Combustibles y energía,San Luis,2020,0
Combustibles y energía,Chaco,2020,0
Combustibles y energía,Corrientes,2020,373.938
Combustibles y energía,Formosa,2020,5.169
Combustibles y energía,Misiones,2020,0
