provincia,anio,mes,empleados_registrados_miles
Santa Fe,2011,ene-11,475.042
Santa Fe,2011,feb-11,474.115
Santa Fe,2011,mar-11,478.836
Santa Fe,2011,abr-11,481.314
Santa Fe,2011,may-11,482.327
Santa Fe,2011,jun-11,484.44
Santa Fe,2011,jul-11,484.298
Santa Fe,2011,ago-11,487.821
Santa Fe,2011,sep-11,488.52
Santa Fe,2011,oct-11,490.649
Santa Fe,2011,nov-11,495.203
Santa Fe,2011,dic-11,497.968
Santa Fe,2012,ene-12,493.457
Santa Fe,2012,feb-12,490.287
Santa Fe,2012,mar-12,493.335
Santa Fe,2012,abr-12,492.662
Santa Fe,2012,may-12,492.007
Santa Fe,2012,jun-12,491.11
Santa Fe,2012,jul-12,488.642
Santa Fe,2012,ago-12,488.553
Santa Fe,2012,sep-12,487.664
Santa Fe,2012,oct-12,490.891
Santa Fe,2012,nov-12,492.746
Santa Fe,2012,dic-12,495.681
Santa Fe,2013,ene-13,493.575
Santa Fe,2013,feb-13,491.601
Santa Fe,2013,mar-13,494.817
Santa Fe,2013,abr-13,495.179
Santa Fe,2013,may-13,496.232
Santa Fe,2013,jun-13,493.949
Santa Fe,2013,jul-13,493.372
Santa Fe,2013,ago-13,494.561
Santa Fe,2013,sep-13,493.458
Santa Fe,2013,oct-13,495.61
Santa Fe,2013,nov-13,498.986
Santa Fe,2013,dic-13,499.988
Santa Fe,2014,ene-14,496.389
Santa Fe,2014,feb-14,492.213
Santa Fe,2014,mar-14,492.999
Santa Fe,2014,abr-14,494.098
Santa Fe,2014,may-14,494.608
Santa Fe,2014,jun-14,494.944
Santa Fe,2014,jul-14,494.356
Santa Fe,2014,ago-14,494.195
Santa Fe,2014,sep-14,494.365
Santa Fe,2014,oct-14,496.222
Santa Fe,2014,nov-14,498.41
Santa Fe,2014,dic-14,500.775
Santa Fe,2015,ene-15,497.826
Santa Fe,2015,feb-15,495.805
Santa Fe,2015,mar-15,499.868
Santa Fe,2015,abr-15,502.004
Santa Fe,2015,may-15,500.822
Santa Fe,2015,jun-15,503.297
Santa Fe,2015,jul-15,501.415
Santa Fe,2015,ago-15,502.836
Santa Fe,2015,sep-15,502.169
Santa Fe,2015,oct-15,504.578
Santa Fe,2015,nov-15,505.831
Santa Fe,2015,dic-15,505.018
Santa Fe,2016,ene-16,501.057
Santa Fe,2016,feb-16,499.317
Santa Fe,2016,mar-16,502.329
Santa Fe,2016,abr-16,499.762
Santa Fe,2016,may-16,499.184
Santa Fe,2016,jun-16,499.088
Santa Fe,2016,jul-16,497.589
Santa Fe,2016,ago-16,498.993
Santa Fe,2016,sep-16,499.301
Santa Fe,2016,oct-16,501.166
Santa Fe,2016,nov-16,504.005
Santa Fe,2016,dic-16,505.001
Santa Fe,2017,ene-17,502.374
Santa Fe,2017,feb-17,502.528
Santa Fe,2017,mar-17,506.59
Santa Fe,2017,abr-17,502.836
Santa Fe,2017,may-17,506.235
Santa Fe,2017,Jun-17,505.207
Santa Fe,2017,Jul-17,504.064
Santa Fe,2017,ago-17,505.508
Santa Fe,2017,sep-17,507.134
Santa Fe,2017,oct-17,510.925
Santa Fe,2017,nov-17,513.58
Santa Fe,2017,dic-17,514.269
Santa Fe,2018,ene-18,510.552
Santa Fe,2018,feb-18,509.093
Santa Fe,2018,mar-18,511.719
Santa Fe,2018,abr-18,510.872
Santa Fe,2018,may-18,510.053
Santa Fe,2018,jun-18,507.732
Santa Fe,2018,jul-18,505.74
Santa Fe,2018,ago-18,509.733
Santa Fe,2018,sep-18,506.787
Santa Fe,2018,oct-18,507.276
Santa Fe,2018,nov-18,505.765
Santa Fe,2018,dic-18,504.469
Santa Fe,2019,ene-19,501.087
Santa Fe,2019,feb-19,501.302
Santa Fe,2019,mar-19,501.132
Santa Fe,2019,abr-19,501.165
Santa Fe,2019,may-19,500.833
Santa Fe,2019,jun-19,499.174
Santa Fe,2019,jul-19,496.965
Santa Fe,2019,ago-19,498.572
Santa Fe,2019,sep-19,496.611
Santa Fe,2019,oct-19,494.812
Santa Fe,2019,nov-19,493.871
Santa Fe,2019,dic-19,493.06
Santa Fe,2020,ene-20,488.122
Santa Fe,2020,feb-20,486.722
Santa Fe,2020,mar-20,487.417
Santa Fe,2020,abr-20,478.042
Santa Fe,2020,may-20,474.677
Santa Fe,2020,jun-20,474.008
Santa Fe,2020,jul-20,474.212
Santa Fe,2020,ago-20,475.348
Santa Fe,2020,sep-20,477.082
Santa Fe,2020,oct-20,479.09
Santa Fe,2020,nov-20,481.448
Santa Fe,2020,dic-20,482.722
Santa Fe,2021,ene-21,483.043
Santa Fe,2021,feb-21,484.278
Santa Fe,2021,mar-21,488.689
Santa Fe,2021,abr-21,490.995
Santa Fe,2021,may-21,490.084
Santa Fe,2021,jun-21,488.496
Santa Fe,2021,jul-21,488.985
Santa Fe,2021,ago-21,491.362
Santa Fe,2021,sep-21,493.583
Santa Fe,2021,oct-21,496.171
Santiago del Estero,2009,ene-09,41.929
Santiago del Estero,2009,feb-09,41.987
Santiago del Estero,2009,mar-09,42.328
Santiago del Estero,2009,abr-09,42.547
Santiago del Estero,2009,may-09,42.505
Santiago del Estero,2009,jun-09,43.097
Santiago del Estero,2009,jul-09,43.663
Santiago del Estero,2009,ago-09,43.193
Santiago del Estero,2009,sep-09,43.211
Santiago del Estero,2009,oct-09,42.923
Santiago del Estero,2009,nov-09,42.592
Santiago del Estero,2009,dic-09,42.429
Santiago del Estero,2010,ene-10,42.381
Santiago del Estero,2010,feb-10,42.619
Santiago del Estero,2010,mar-10,43.53
Santiago del Estero,2010,abr-10,44.92
Santiago del Estero,2010,may-10,45.216
Santiago del Estero,2010,jun-10,45.323
Santiago del Estero,2010,jul-10,46.167
Santiago del Estero,2010,ago-10,46.974
Santiago del Estero,2010,sep-10,47.339
Santiago del Estero,2010,oct-10,46.26
Santiago del Estero,2010,nov-10,46.154
Santiago del Estero,2010,dic-10,46.273
Santiago del Estero,2011,ene-11,45.437
Santiago del Estero,2011,feb-11,45.749
Santiago del Estero,2011,mar-11,46.352
Santiago del Estero,2011,abr-11,47.293
Santiago del Estero,2011,may-11,48.042
Santiago del Estero,2011,jun-11,48.416
Santiago del Estero,2011,jul-11,48.498
Santiago del Estero,2011,ago-11,48.934
Santiago del Estero,2011,sep-11,48.37
Santiago del Estero,2011,oct-11,48.424
Santiago del Estero,2011,nov-11,47.848
Santiago del Estero,2011,dic-11,47.514
Santiago del Estero,2012,ene-12,46.742
Santiago del Estero,2012,feb-12,46.579
Santiago del Estero,2012,mar-12,47.038
Santiago del Estero,2012,abr-12,47.375
Santiago del Estero,2012,may-12,47.419
Santiago del Estero,2012,jun-12,47.036
Santiago del Estero,2012,jul-12,47.729
Santiago del Estero,2012,ago-12,47.985
Santiago del Estero,2012,sep-12,47.874
Santiago del Estero,2012,oct-12,47.892
Santiago del Estero,2012,nov-12,47.984
Santiago del Estero,2012,dic-12,47.765
Santiago del Estero,2013,ene-13,47.223
Santiago del Estero,2013,feb-13,47.185
Santiago del Estero,2013,mar-13,48.563
Santiago del Estero,2013,abr-13,49.208
Santiago del Estero,2013,may-13,49.276
Santiago del Estero,2013,jun-13,49.25
Santiago del Estero,2013,jul-13,49.427
Santiago del Estero,2013,ago-13,49.408
Santiago del Estero,2013,sep-13,49.306
Santiago del Estero,2013,oct-13,50.88
Santiago del Estero,2013,nov-13,50.726
Santiago del Estero,2013,dic-13,50.617
Santiago del Estero,2014,ene-14,50.478
Santiago del Estero,2014,feb-14,50.499
Santiago del Estero,2014,mar-14,50.883
Santiago del Estero,2014,abr-14,52.606
Santiago del Estero,2014,may-14,52.148
Santiago del Estero,2014,jun-14,52.445
Santiago del Estero,2014,jul-14,52.989
Santiago del Estero,2014,ago-14,51.044
Santiago del Estero,2014,sep-14,51.039
Santiago del Estero,2014,oct-14,50.755
Santiago del Estero,2014,nov-14,50.379
Santiago del Estero,2014,dic-14,50.419
Santiago del Estero,2015,ene-15,50.129
Santiago del Estero,2015,feb-15,50.087
Santiago del Estero,2015,mar-15,50.526
Santiago del Estero,2015,abr-15,51.409
Santiago del Estero,2015,may-15,51.181
Santiago del Estero,2015,jun-15,51.393
Santiago del Estero,2015,jul-15,51.414
Santiago del Estero,2015,ago-15,51.744
Santiago del Estero,2015,sep-15,51.25
Santiago del Estero,2015,oct-15,51.861
Santiago del Estero,2015,nov-15,51.681
Santiago del Estero,2015,dic-15,50.632
Santiago del Estero,2016,ene-16,50.136
Santiago del Estero,2016,feb-16,50.067
Santiago del Estero,2016,mar-16,50.899
Santiago del Estero,2016,abr-16,50.578
Santiago del Estero,2016,may-16,49.946
Santiago del Estero,2016,jun-16,50.381
Santiago del Estero,2016,jul-16,50.44
Santiago del Estero,2016,ago-16,50.543
Santiago del Estero,2016,sep-16,50.349
Santiago del Estero,2016,oct-16,49.763
Santiago del Estero,2016,nov-16,49.851
Santiago del Estero,2016,dic-16,49.785
Santiago del Estero,2017,ene-17,49.646
Santiago del Estero,2017,feb-17,49.625
Santiago del Estero,2017,mar-17,50.358
Santiago del Estero,2017,abr-17,51.557
Santiago del Estero,2017,may-17,51.605
Santiago del Estero,2017,Jun-17,52.432
Santiago del Estero,2017,Jul-17,52.989
Santiago del Estero,2017,ago-17,53.491
Santiago del Estero,2017,sep-17,53.852
Santiago del Estero,2017,oct-17,53.773
Santiago del Estero,2017,nov-17,53.835
Santiago del Estero,2017,dic-17,54.063
Santiago del Estero,2018,ene-18,53.548
Santiago del Estero,2018,feb-18,53.613
Santiago del Estero,2018,mar-18,54.812
Santiago del Estero,2018,abr-18,54.96
Santiago del Estero,2018,may-18,54.465
Santiago del Estero,2018,jun-18,54.377
Santiago del Estero,2018,jul-18,54.493
Santiago del Estero,2018,ago-18,54.351
Santiago del Estero,2018,sep-18,53.994
Santiago del Estero,2018,oct-18,53.218
Santiago del Estero,2018,nov-18,52.752
Santiago del Estero,2018,dic-18,52.006
Santiago del Estero,2019,ene-19,51.619
Santiago del Estero,2019,feb-19,51.269
Santiago del Estero,2019,mar-19,52.129
Santiago del Estero,2019,abr-19,51.861
Santiago del Estero,2019,may-19,51.324
Santiago del Estero,2019,jun-19,51.511
Santiago del Estero,2019,jul-19,51.818
Santiago del Estero,2019,ago-19,51.578
Santiago del Estero,2019,sep-19,51.27
Santiago del Estero,2019,oct-19,50.671
Santiago del Estero,2019,nov-19,50.187
Santiago del Estero,2019,dic-19,49.943
Santiago del Estero,2020,ene-20,49.703
Santiago del Estero,2020,feb-20,49.554
Santiago del Estero,2020,mar-20,49.728
Santiago del Estero,2020,abr-20,49.038
Santiago del Estero,2020,may-20,48.975
Santiago del Estero,2020,jun-20,48.857
Santiago del Estero,2020,jul-20,48.38
Santiago del Estero,2020,ago-20,47.857
Santiago del Estero,2020,sep-20,48.152
Santiago del Estero,2020,oct-20,48.518
Santiago del Estero,2020,nov-20,48.557
Santiago del Estero,2020,dic-20,48.518
Santiago del Estero,2021,ene-21,48.245
Santiago del Estero,2021,feb-21,48.604
Santiago del Estero,2021,mar-21,49.075
Santiago del Estero,2021,abr-21,49.359
Santiago del Estero,2021,may-21,49.035
Santiago del Estero,2021,jun-21,49.474
Santiago del Estero,2021,jul-21,49.846
Santiago del Estero,2021,ago-21,49.917
Santiago del Estero,2021,sep-21,50.189
Santiago del Estero,2021,oct-21,50.381
Tierra del Fuego,2009,ene-09,27.006
Tierra del Fuego,2009,feb-09,26.465
Tierra del Fuego,2009,mar-09,26.185
Tierra del Fuego,2009,abr-09,25.744
Tierra del Fuego,2009,may-09,25.276
Tierra del Fuego,2009,jun-09,25.107
Tierra del Fuego,2009,jul-09,24.886
Tierra del Fuego,2009,ago-09,25.042
Tierra del Fuego,2009,sep-09,25.93
Tierra del Fuego,2009,oct-09,26.673
Tierra del Fuego,2009,nov-09,27.307
Tierra del Fuego,2009,dic-09,27.825
Tierra del Fuego,2010,ene-10,27.228
Tierra del Fuego,2010,feb-10,27.711
Tierra del Fuego,2010,mar-10,28.225
Tierra del Fuego,2010,abr-10,28.349
Tierra del Fuego,2010,may-10,28.644
Tierra del Fuego,2010,jun-10,28.877
Tierra del Fuego,2010,jul-10,28.674
Tierra del Fuego,2010,ago-10,29.695
Tierra del Fuego,2010,sep-10,30.7
Tierra del Fuego,2010,oct-10,31.575
Tierra del Fuego,2010,nov-10,32.091
Tierra del Fuego,2010,dic-10,32.453
Tierra del Fuego,2011,ene-11,31.124
Tierra del Fuego,2011,feb-11,31.689
Tierra del Fuego,2011,mar-11,32.004
Tierra del Fuego,2011,abr-11,32.808
Tierra del Fuego,2011,may-11,33.243
Tierra del Fuego,2011,jun-11,33.471
Tierra del Fuego,2011,jul-11,34.399
Tierra del Fuego,2011,ago-11,35.048
Tierra del Fuego,2011,sep-11,35.669
Tierra del Fuego,2011,oct-11,36.434
Tierra del Fuego,2011,nov-11,36.972
Tierra del Fuego,2011,dic-11,37.141
Tierra del Fuego,2012,ene-12,34.73
Tierra del Fuego,2012,feb-12,35.146
Tierra del Fuego,2012,mar-12,36.096
Tierra del Fuego,2012,abr-12,36.346
Tierra del Fuego,2012,may-12,36.726
Tierra del Fuego,2012,jun-12,36.781
Tierra del Fuego,2012,jul-12,37.283
Tierra del Fuego,2012,ago-12,37.668
Tierra del Fuego,2012,sep-12,38.354
Tierra del Fuego,2012,oct-12,38.97
Tierra del Fuego,2012,nov-12,39.526
Tierra del Fuego,2012,dic-12,40.108
Tierra del Fuego,2013,ene-13,38.344
Tierra del Fuego,2013,feb-13,38.752
Tierra del Fuego,2013,mar-13,39.424
Tierra del Fuego,2013,abr-13,39.155
Tierra del Fuego,2013,may-13,39.362
Tierra del Fuego,2013,jun-13,39.355
Tierra del Fuego,2013,jul-13,39.737
Tierra del Fuego,2013,ago-13,40.451
Tierra del Fuego,2013,sep-13,40.865
Tierra del Fuego,2013,oct-13,41.562
Tierra del Fuego,2013,nov-13,41.77
Tierra del Fuego,2013,dic-13,41.502
Tierra del Fuego,2014,ene-14,38.439
Tierra del Fuego,2014,feb-14,37.976
Tierra del Fuego,2014,mar-14,38.477
Tierra del Fuego,2014,abr-14,38.444
Tierra del Fuego,2014,may-14,38.211
Tierra del Fuego,2014,jun-14,38.078
Tierra del Fuego,2014,jul-14,38.485
Tierra del Fuego,2014,ago-14,39.071
Tierra del Fuego,2014,sep-14,39.622
Tierra del Fuego,2014,oct-14,39.615
Tierra del Fuego,2014,nov-14,39.683
Tierra del Fuego,2014,dic-14,38.891
Tierra del Fuego,2015,ene-15,36.839
Tierra del Fuego,2015,feb-15,37.339
Tierra del Fuego,2015,mar-15,37.84
Tierra del Fuego,2015,abr-15,38.55
Tierra del Fuego,2015,may-15,38.97
Tierra del Fuego,2015,jun-15,39.058
Tierra del Fuego,2015,jul-15,39.69
Tierra del Fuego,2015,ago-15,40.844
Tierra del Fuego,2015,sep-15,41.755
Tierra del Fuego,2015,oct-15,42.825
Tierra del Fuego,2015,nov-15,43.099
Tierra del Fuego,2015,dic-15,43.131
Tierra del Fuego,2016,ene-16,39.034
Tierra del Fuego,2016,feb-16,39.132
Tierra del Fuego,2016,mar-16,39.137
Tierra del Fuego,2016,abr-16,38.483
Tierra del Fuego,2016,may-16,37.795
Tierra del Fuego,2016,jun-16,37.058
Tierra del Fuego,2016,jul-16,37.05
Tierra del Fuego,2016,ago-16,37.608
Tierra del Fuego,2016,sep-16,37.876
Tierra del Fuego,2016,oct-16,37.725
Tierra del Fuego,2016,nov-16,37.537
Tierra del Fuego,2016,dic-16,36.859
Tierra del Fuego,2017,ene-17,36.074
Tierra del Fuego,2017,feb-17,36.262
Tierra del Fuego,2017,mar-17,36.393
Tierra del Fuego,2017,abr-17,35.975
Tierra del Fuego,2017,may-17,35.881
Tierra del Fuego,2017,Jun-17,35.792
Tierra del Fuego,2017,Jul-17,36.128
Tierra del Fuego,2017,ago-17,36.678
Tierra del Fuego,2017,sep-17,37.126
Tierra del Fuego,2017,oct-17,37.675
Tierra del Fuego,2017,nov-17,38.099
Tierra del Fuego,2017,dic-17,38.347
Tierra del Fuego,2018,ene-18,37.545
Tierra del Fuego,2018,feb-18,37.862
Tierra del Fuego,2018,mar-18,38.225
Tierra del Fuego,2018,abr-18,37.744
Tierra del Fuego,2018,may-18,37.619
Tierra del Fuego,2018,jun-18,36.494
Tierra del Fuego,2018,jul-18,36.457
Tierra del Fuego,2018,ago-18,36.469
Tierra del Fuego,2018,sep-18,36.339
Tierra del Fuego,2018,oct-18,36.178
Tierra del Fuego,2018,nov-18,36.057
Tierra del Fuego,2018,dic-18,35.789
Tierra del Fuego,2019,ene-19,35.039
Tierra del Fuego,2019,feb-19,34.613
Tierra del Fuego,2019,mar-19,34.195
Tierra del Fuego,2019,abr-19,33.561
Tierra del Fuego,2019,may-19,33.167
Tierra del Fuego,2019,jun-19,32.924
Tierra del Fuego,2019,jul-19,32.812
Tierra del Fuego,2019,ago-19,32.764
Tierra del Fuego,2019,sep-19,32.509
Tierra del Fuego,2019,oct-19,32.55
Tierra del Fuego,2019,nov-19,32.697
Tierra del Fuego,2019,dic-19,32.948
Tierra del Fuego,2020,ene-20,32.268
Tierra del Fuego,2020,feb-20,32.501
Tierra del Fuego,2020,mar-20,32.353
Tierra del Fuego,2020,abr-20,30.717
Tierra del Fuego,2020,may-20,31.41
Tierra del Fuego,2020,jun-20,31.917
Tierra del Fuego,2020,jul-20,32.437
Tierra del Fuego,2020,ago-20,32.248
Tierra del Fuego,2020,sep-20,33.773
Tierra del Fuego,2020,oct-20,35.119
Tierra del Fuego,2020,nov-20,35.786
Tierra del Fuego,2020,dic-20,35.925
Tierra del Fuego,2021,ene-21,34.773
Tierra del Fuego,2021,feb-21,34.51
Tierra del Fuego,2021,mar-21,34.677
Tierra del Fuego,2021,abr-21,34.706
Tierra del Fuego,2021,may-21,34.188
Tierra del Fuego,2021,jun-21,33.925
Tierra del Fuego,2021,jul-21,34.013
Tierra del Fuego,2021,ago-21,34.143
Tierra del Fuego,2021,sep-21,34.839
Tierra del Fuego,2021,oct-21,34.605
Tucumán,2009,ene-09,129.765
Tucumán,2009,feb-09,130.383
Tucumán,2009,mar-09,137.924
Tucumán,2009,abr-09,149.951
Tucumán,2009,may-09,155.374
Tucumán,2009,jun-09,162.116
Tucumán,2009,jul-09,163.247
Tucumán,2009,ago-09,159.69
Tucumán,2009,sep-09,156.098
Tucumán,2009,oct-09,156.254
Tucumán,2009,nov-09,148.528
Tucumán,2009,dic-09,139.99
Tucumán,2010,ene-10,130.273
Tucumán,2010,feb-10,131.693
Tucumán,2010,mar-10,134.876
Tucumán,2010,abr-10,147.694
Tucumán,2010,may-10,155.712
Tucumán,2010,jun-10,160.096
Tucumán,2010,jul-10,161.662
Tucumán,2010,ago-10,160.563
Tucumán,2010,sep-10,158.147
Tucumán,2010,oct-10,155.348
Tucumán,2010,nov-10,147.372
Tucumán,2010,dic-10,143.808
Tucumán,2011,ene-11,137.192
Tucumán,2011,feb-11,138.916
Tucumán,2011,mar-11,146.212
Tucumán,2011,abr-11,155.481
Tucumán,2011,may-11,163.636
Tucumán,2011,jun-11,167.519
Tucumán,2011,jul-11,167.016
Tucumán,2011,ago-11,167.896
Tucumán,2011,sep-11,164.336
Tucumán,2011,oct-11,166.167
Tucumán,2011,nov-11,157.262
Tucumán,2011,dic-11,154.097
Tucumán,2012,ene-12,149.328
Tucumán,2012,feb-12,148.04
Tucumán,2012,mar-12,150.789
Tucumán,2012,abr-12,156.665
Tucumán,2012,may-12,168.052
Tucumán,2012,jun-12,172.16
Tucumán,2012,jul-12,171.533
Tucumán,2012,ago-12,169.474
Tucumán,2012,sep-12,166.176
Tucumán,2012,oct-12,163.04
Tucumán,2012,nov-12,155.271
Tucumán,2012,dic-12,152.052
Tucumán,2013,ene-13,147.831
Tucumán,2013,feb-13,146.542
Tucumán,2013,mar-13,152.972
Tucumán,2013,abr-13,163.031
Tucumán,2013,may-13,167.454
Tucumán,2013,jun-13,168.537
Tucumán,2013,jul-13,168.565
Tucumán,2013,ago-13,165.571
Tucumán,2013,sep-13,163.529
Tucumán,2013,oct-13,155.211
Tucumán,2013,nov-13,153.708
Tucumán,2013,dic-13,149.754
Tucumán,2014,ene-14,145.694
Tucumán,2014,feb-14,144.508
Tucumán,2014,mar-14,145.133
Tucumán,2014,abr-14,150.903
Tucumán,2014,may-14,159.891
Tucumán,2014,jun-14,164.212
Tucumán,2014,jul-14,165.064
Tucumán,2014,ago-14,162.873
Tucumán,2014,sep-14,162.931
Tucumán,2014,oct-14,160.492
Tucumán,2014,nov-14,155.968
Tucumán,2014,dic-14,154.581
Tucumán,2015,ene-15,150.162
Tucumán,2015,feb-15,149.753
Tucumán,2015,mar-15,151.89
Tucumán,2015,abr-15,158.984
Tucumán,2015,may-15,164.367
Tucumán,2015,jun-15,167.965
Tucumán,2015,jul-15,169.398
Tucumán,2015,ago-15,167.41
Tucumán,2015,sep-15,166.108
Tucumán,2015,oct-15,165.401
Tucumán,2015,nov-15,160.804
Tucumán,2015,dic-15,157.606
Tucumán,2016,ene-16,153.14
Tucumán,2016,feb-16,151.875
Tucumán,2016,mar-16,155.997
Tucumán,2016,abr-16,161.984
Tucumán,2016,may-16,167.634
Tucumán,2016,jun-16,171.094
Tucumán,2016,jul-16,171.873
Tucumán,2016,ago-16,171.249
Tucumán,2016,sep-16,168.857
Tucumán,2016,oct-16,170.068
Tucumán,2016,nov-16,163.202
Tucumán,2016,dic-16,160.807
Tucumán,2017,ene-17,155.127
Tucumán,2017,feb-17,154.296
Tucumán,2017,mar-17,158.902
Tucumán,2017,abr-17,164.707
Tucumán,2017,may-17,172.39
Tucumán,2017,Jun-17,175.23
Tucumán,2017,Jul-17,175.312
Tucumán,2017,ago-17,172.899
Tucumán,2017,sep-17,173.279
Tucumán,2017,oct-17,173.076
Tucumán,2017,nov-17,168.478
Tucumán,2017,dic-17,166.834
Tucumán,2018,ene-18,163.334
Tucumán,2018,feb-18,161.803
Tucumán,2018,mar-18,165.655
Tucumán,2018,abr-18,172.009
Tucumán,2018,may-18,178.119
Tucumán,2018,jun-18,179.626
Tucumán,2018,jul-18,181.191
Tucumán,2018,ago-18,180.533
Tucumán,2018,sep-18,176.409
Tucumán,2018,oct-18,174.532
Tucumán,2018,nov-18,169.088
Tucumán,2018,dic-18,165.929
Tucumán,2019,ene-19,161.622
Tucumán,2019,feb-19,159.581
Tucumán,2019,mar-19,162.274
Tucumán,2019,abr-19,168.675
Tucumán,2019,may-19,177.035
Tucumán,2019,jun-19,179.033
Tucumán,2019,jul-19,178.811
Tucumán,2019,ago-19,175.068
Tucumán,2019,sep-19,173.457
Tucumán,2019,oct-19,171.686
Tucumán,2019,nov-19,165.542
Tucumán,2019,dic-19,162.835
Tucumán,2020,ene-20,158.409
Tucumán,2020,feb-20,156.908
Tucumán,2020,mar-20,159.981
Tucumán,2020,abr-20,167.588
Tucumán,2020,may-20,170.686
Tucumán,2020,jun-20,171.724
Tucumán,2020,jul-20,170.675
Tucumán,2020,ago-20,168.841
Tucumán,2020,sep-20,165.934
Tucumán,2020,oct-20,164.308
Tucumán,2020,nov-20,160.357
Tucumán,2020,dic-20,158.786
Tucumán,2021,ene-21,155.173
Tucumán,2021,feb-21,154.311
Tucumán,2021,mar-21,157.391
Tucumán,2021,abr-21,164.243
Tucumán,2021,may-21,170.049
Tucumán,2021,jun-21,172.053
Tucumán,2021,jul-21,172.03
Tucumán,2021,ago-21,171.015
Tucumán,2021,sep-21,168.084
Tucumán,2021,oct-21,165.578
