provincia,anio,mes,empleados_registrados_miles
Jujuy,2020,abr-20,54.123
Jujuy,2020,may-20,53.954
Jujuy,2020,jun-20,54.262
Jujuy,2020,jul-20,54.608
Jujuy,2020,ago-20,55.961
Jujuy,2020,sep-20,56.445
Jujuy,2020,oct-20,56.907
Jujuy,2020,nov-20,58.201
Jujuy,2020,dic-20,59.259
Jujuy,2021,ene-21,59.41
Jujuy,2021,feb-21,58.448
Jujuy,2021,mar-21,55.464
Jujuy,2021,abr-21,54.513
Jujuy,2021,may-21,55.005
Jujuy,2021,jun-21,55.222
Jujuy,2021,jul-21,55.769
Jujuy,2021,ago-21,57.679
Jujuy,2021,sep-21,59.361
Jujuy,2021,oct-21,59.752
La Pampa,2009,ene-09,35.412
La Pampa,2009,feb-09,35.541
La Pampa,2009,mar-09,35.636
La Pampa,2009,abr-09,35.475
La Pampa,2009,may-09,35.15
La Pampa,2009,jun-09,35.232
La Pampa,2009,jul-09,35.198
La Pampa,2009,ago-09,35.567
La Pampa,2009,sep-09,35.967
La Pampa,2009,oct-09,36.134
La Pampa,2009,nov-09,35.962
La Pampa,2009,dic-09,35.486
La Pampa,2010,ene-10,35.226
La Pampa,2010,feb-10,35.07
La Pampa,2010,mar-10,35.107
La Pampa,2010,abr-10,35
La Pampa,2010,may-10,34.548
La Pampa,2010,jun-10,34.471
La Pampa,2010,jul-10,34.043
La Pampa,2010,ago-10,34.054
La Pampa,2010,sep-10,34.133
La Pampa,2010,oct-10,34.397
La Pampa,2010,nov-10,34.477
La Pampa,2010,dic-10,34.633
La Pampa,2011,ene-11,34.703
La Pampa,2011,feb-11,35.301
La Pampa,2011,mar-11,35.993
La Pampa,2011,abr-11,36.081
La Pampa,2011,may-11,36.418
La Pampa,2011,jun-11,36.493
La Pampa,2011,jul-11,36.432
La Pampa,2011,ago-11,36.604
La Pampa,2011,sep-11,36.689
La Pampa,2011,oct-11,36.975
La Pampa,2011,nov-11,36.879
La Pampa,2011,dic-11,36.49
La Pampa,2012,ene-12,35.867
La Pampa,2012,feb-12,35.579
La Pampa,2012,mar-12,35.615
La Pampa,2012,abr-12,35.403
La Pampa,2012,may-12,35.554
La Pampa,2012,jun-12,35.581
La Pampa,2012,jul-12,35.338
La Pampa,2012,ago-12,35.376
La Pampa,2012,sep-12,35.28
La Pampa,2012,oct-12,35.4
La Pampa,2012,nov-12,35.972
La Pampa,2012,dic-12,36.301
La Pampa,2013,ene-13,36.42
La Pampa,2013,feb-13,36.331
La Pampa,2013,mar-13,36.435
La Pampa,2013,abr-13,36.471
La Pampa,2013,may-13,36.516
La Pampa,2013,jun-13,36.467
La Pampa,2013,jul-13,36.444
La Pampa,2013,ago-13,36.549
La Pampa,2013,sep-13,36.265
La Pampa,2013,oct-13,36.428
La Pampa,2013,nov-13,36.323
La Pampa,2013,dic-13,36.23
La Pampa,2014,ene-14,35.638
La Pampa,2014,feb-14,35.534
La Pampa,2014,mar-14,35.714
La Pampa,2014,abr-14,35.652
La Pampa,2014,may-14,35.612
La Pampa,2014,jun-14,35.779
La Pampa,2014,jul-14,35.827
La Pampa,2014,ago-14,35.818
La Pampa,2014,sep-14,35.989
La Pampa,2014,oct-14,36.318
La Pampa,2014,nov-14,36.435
La Pampa,2014,dic-14,36.373
La Pampa,2015,ene-15,36.156
La Pampa,2015,feb-15,36.027
La Pampa,2015,mar-15,36.318
La Pampa,2015,abr-15,36.534
La Pampa,2015,may-15,36.745
La Pampa,2015,jun-15,36.837
La Pampa,2015,jul-15,37.077
La Pampa,2015,ago-15,37.185
La Pampa,2015,sep-15,37.172
La Pampa,2015,oct-15,37.318
La Pampa,2015,nov-15,37.485
La Pampa,2015,dic-15,37.519
La Pampa,2016,ene-16,37.551
La Pampa,2016,feb-16,37.846
La Pampa,2016,mar-16,38.177
La Pampa,2016,abr-16,38.072
La Pampa,2016,may-16,37.978
La Pampa,2016,jun-16,38.143
La Pampa,2016,jul-16,38.051
La Pampa,2016,ago-16,38.01
La Pampa,2016,sep-16,37.926
La Pampa,2016,oct-16,37.992
La Pampa,2016,nov-16,38.241
La Pampa,2016,dic-16,38.282
La Pampa,2017,ene-17,37.837
La Pampa,2017,feb-17,37.781
La Pampa,2017,mar-17,37.85
La Pampa,2017,abr-17,37.386
La Pampa,2017,may-17,37.574
La Pampa,2017,Jun-17,37.617
La Pampa,2017,Jul-17,37.7
La Pampa,2017,ago-17,37.772
La Pampa,2017,sep-17,37.462
La Pampa,2017,oct-17,37.652
La Pampa,2017,nov-17,37.685
La Pampa,2017,dic-17,37.78
La Pampa,2018,ene-18,37.544
La Pampa,2018,feb-18,37.822
La Pampa,2018,mar-18,38.243
La Pampa,2018,abr-18,38.132
La Pampa,2018,may-18,38.255
La Pampa,2018,jun-18,38.069
La Pampa,2018,jul-18,37.91
La Pampa,2018,ago-18,37.995
La Pampa,2018,sep-18,37.597
La Pampa,2018,oct-18,37.397
La Pampa,2018,nov-18,37.276
La Pampa,2018,dic-18,37.309
La Pampa,2019,ene-19,36.895
La Pampa,2019,feb-19,36.944
La Pampa,2019,mar-19,36.71
La Pampa,2019,abr-19,36.495
La Pampa,2019,may-19,36.224
La Pampa,2019,jun-19,36.663
La Pampa,2019,jul-19,36.657
La Pampa,2019,ago-19,36.574
La Pampa,2019,sep-19,36.65
La Pampa,2019,oct-19,36.454
La Pampa,2019,nov-19,36.504
La Pampa,2019,dic-19,36.665
La Pampa,2020,ene-20,35.946
La Pampa,2020,feb-20,35.784
La Pampa,2020,mar-20,36.057
La Pampa,2020,abr-20,35.367
La Pampa,2020,may-20,35.427
La Pampa,2020,jun-20,35.34
La Pampa,2020,jul-20,35.351
La Pampa,2020,ago-20,35.293
La Pampa,2020,sep-20,35.577
La Pampa,2020,oct-20,35.818
La Pampa,2020,nov-20,35.862
La Pampa,2020,dic-20,36.015
La Pampa,2021,ene-21,35.593
La Pampa,2021,feb-21,35.811
La Pampa,2021,mar-21,36.091
La Pampa,2021,abr-21,36.166
La Pampa,2021,may-21,36.194
La Pampa,2021,jun-21,36.231
La Pampa,2021,jul-21,35.9
La Pampa,2021,ago-21,35.863
La Pampa,2021,sep-21,35.865
La Pampa,2021,oct-21,35.979
La Rioja,2009,ene-09,25.573
La Rioja,2009,feb-09,28.996
La Rioja,2009,mar-09,29.18
La Rioja,2009,abr-09,27.308
La Rioja,2009,may-09,26.521
La Rioja,2009,jun-09,25.939
La Rioja,2009,jul-09,25.969
La Rioja,2009,ago-09,25.732
La Rioja,2009,sep-09,25.561
La Rioja,2009,oct-09,25.627
La Rioja,2009,nov-09,25.654
La Rioja,2009,dic-09,25.611
La Rioja,2010,ene-10,25.997
La Rioja,2010,feb-10,31.658
La Rioja,2010,mar-10,33.213
La Rioja,2010,abr-10,31.535
La Rioja,2010,may-10,29.505
La Rioja,2010,jun-10,28.59
La Rioja,2010,jul-10,27.69
La Rioja,2010,ago-10,26.71
La Rioja,2010,sep-10,26.683
La Rioja,2010,oct-10,27.552
La Rioja,2010,nov-10,27.693
La Rioja,2010,dic-10,27.617
La Rioja,2011,ene-11,27.719
La Rioja,2011,feb-11,33.836
La Rioja,2011,mar-11,35.588
La Rioja,2011,abr-11,34.076
La Rioja,2011,may-11,32.491
La Rioja,2011,jun-11,31.196
La Rioja,2011,jul-11,29.358
La Rioja,2011,ago-11,28.823
La Rioja,2011,sep-11,28.341
La Rioja,2011,oct-11,28.52
La Rioja,2011,nov-11,28.429
La Rioja,2011,dic-11,28.324
La Rioja,2012,ene-12,28.641
La Rioja,2012,feb-12,32.005
La Rioja,2012,mar-12,33.009
La Rioja,2012,abr-12,30.699
La Rioja,2012,may-12,29.858
La Rioja,2012,jun-12,28.772
La Rioja,2012,jul-12,28.209
La Rioja,2012,ago-12,28.176
La Rioja,2012,sep-12,27.968
La Rioja,2012,oct-12,28.179
La Rioja,2012,nov-12,28.433
La Rioja,2012,dic-12,28.455
La Rioja,2013,ene-13,28.831
La Rioja,2013,feb-13,34.483
La Rioja,2013,mar-13,35.765
La Rioja,2013,abr-13,33.456
La Rioja,2013,may-13,31.715
La Rioja,2013,jun-13,31.007
La Rioja,2013,jul-13,30.54
La Rioja,2013,ago-13,30.009
La Rioja,2013,sep-13,29.527
La Rioja,2013,oct-13,29.691
La Rioja,2013,nov-13,29.397
La Rioja,2013,dic-13,29.417
La Rioja,2014,ene-14,29.241
La Rioja,2014,feb-14,32.856
La Rioja,2014,mar-14,33.299
La Rioja,2014,abr-14,31.993
La Rioja,2014,may-14,30.502
La Rioja,2014,jun-14,29.838
La Rioja,2014,jul-14,29.368
La Rioja,2014,ago-14,29.413
La Rioja,2014,sep-14,29.31
La Rioja,2014,oct-14,29.356
La Rioja,2014,nov-14,29.293
La Rioja,2014,dic-14,29.031
La Rioja,2015,ene-15,29.942
La Rioja,2015,feb-15,35.696
La Rioja,2015,mar-15,36.645
La Rioja,2015,abr-15,35.048
La Rioja,2015,may-15,33.193
La Rioja,2015,jun-15,32.169
La Rioja,2015,jul-15,31.294
La Rioja,2015,ago-15,30.671
La Rioja,2015,sep-15,29.756
La Rioja,2015,oct-15,29.706
La Rioja,2015,nov-15,29.489
La Rioja,2015,dic-15,28.767
La Rioja,2016,ene-16,28.734
La Rioja,2016,feb-16,35.045
La Rioja,2016,mar-16,36.103
La Rioja,2016,abr-16,32.298
La Rioja,2016,may-16,30.703
La Rioja,2016,jun-16,30.646
La Rioja,2016,jul-16,28.776
La Rioja,2016,ago-16,28.989
La Rioja,2016,sep-16,28.842
La Rioja,2016,oct-16,28.5
La Rioja,2016,nov-16,28.64
La Rioja,2016,dic-16,28.651
La Rioja,2017,ene-17,29.659
La Rioja,2017,feb-17,37.949
La Rioja,2017,mar-17,38.006
La Rioja,2017,abr-17,34.667
La Rioja,2017,may-17,33.505
La Rioja,2017,Jun-17,32.192
La Rioja,2017,Jul-17,30.745
La Rioja,2017,ago-17,29.493
La Rioja,2017,sep-17,29.028
La Rioja,2017,oct-17,28.991
La Rioja,2017,nov-17,29.224
La Rioja,2017,dic-17,29.108
La Rioja,2018,ene-18,28.834
La Rioja,2018,feb-18,33.568
La Rioja,2018,mar-18,34.014
La Rioja,2018,abr-18,31.432
La Rioja,2018,may-18,30.315
La Rioja,2018,jun-18,29.076
La Rioja,2018,jul-18,28.612
La Rioja,2018,ago-18,28.471
La Rioja,2018,sep-18,28.115
La Rioja,2018,oct-18,28.08
La Rioja,2018,nov-18,27.805
La Rioja,2018,dic-18,27.536
La Rioja,2019,ene-19,27.933
La Rioja,2019,feb-19,34.589
La Rioja,2019,mar-19,33.071
La Rioja,2019,abr-19,31.043
La Rioja,2019,may-19,30.393
La Rioja,2019,jun-19,28.466
La Rioja,2019,jul-19,27.511
La Rioja,2019,ago-19,26.992
La Rioja,2019,sep-19,26.4
La Rioja,2019,oct-19,26.301
La Rioja,2019,nov-19,26.122
La Rioja,2019,dic-19,25.866
La Rioja,2020,ene-20,26.387
La Rioja,2020,feb-20,33.29
La Rioja,2020,mar-20,33.046
La Rioja,2020,abr-20,28.729
La Rioja,2020,may-20,27.604
La Rioja,2020,jun-20,26.516
La Rioja,2020,jul-20,25.706
La Rioja,2020,ago-20,25.264
La Rioja,2020,sep-20,25.16
La Rioja,2020,oct-20,25.182
La Rioja,2020,nov-20,25.12
La Rioja,2020,dic-20,25.107
La Rioja,2021,ene-21,26.268
La Rioja,2021,feb-21,31.393
La Rioja,2021,mar-21,31.421
La Rioja,2021,abr-21,29.725
La Rioja,2021,may-21,28.709
La Rioja,2021,jun-21,28.251
La Rioja,2021,jul-21,26.877
La Rioja,2021,ago-21,26.184
La Rioja,2021,sep-21,26.286
La Rioja,2021,oct-21,26.349
Mendoza,2009,ene-09,224.357
Mendoza,2009,feb-09,231.265
Mendoza,2009,mar-09,236.927
Mendoza,2009,abr-09,227.911
Mendoza,2009,may-09,212.276
Mendoza,2009,jun-09,215.462
Mendoza,2009,jul-09,213.988
Mendoza,2009,ago-09,213.048
Mendoza,2009,sep-09,211.971
Mendoza,2009,oct-09,213.354
Mendoza,2009,nov-09,216.515
Mendoza,2009,dic-09,218.895
Mendoza,2010,ene-10,222.76
Mendoza,2010,feb-10,230.669
Mendoza,2010,mar-10,237.992
Mendoza,2010,abr-10,234.417
Mendoza,2010,may-10,219.958
Mendoza,2010,jun-10,221.025
Mendoza,2010,jul-10,219.702
Mendoza,2010,ago-10,220.202
Mendoza,2010,sep-10,220.022
Mendoza,2010,oct-10,221.562
Mendoza,2010,nov-10,227.47
Mendoza,2010,dic-10,231.699
Mendoza,2011,ene-11,234.582
Mendoza,2011,feb-11,242.935
Mendoza,2011,mar-11,250.801
Mendoza,2011,abr-11,248.083
Mendoza,2011,may-11,235.614
Mendoza,2011,jun-11,234.589
Mendoza,2011,jul-11,235.106
Mendoza,2011,ago-11,236.228
Mendoza,2011,sep-11,234.76
Mendoza,2011,oct-11,237.243
Mendoza,2011,nov-11,239.946
Mendoza,2011,dic-11,240.773
Mendoza,2012,ene-12,240.942
Mendoza,2012,feb-12,249.093
Mendoza,2012,mar-12,258.377
Mendoza,2012,abr-12,255.338
Mendoza,2012,may-12,240.547
Mendoza,2012,jun-12,240.387
Mendoza,2012,jul-12,239.582
Mendoza,2012,ago-12,239.634
Mendoza,2012,sep-12,238.136
Mendoza,2012,oct-12,239.43
Mendoza,2012,nov-12,242.807
Mendoza,2012,dic-12,244.286
Mendoza,2013,ene-13,245.472
Mendoza,2013,feb-13,253.952
Mendoza,2013,mar-13,262.792
Mendoza,2013,abr-13,262.39
Mendoza,2013,may-13,242.911
Mendoza,2013,jun-13,238.864
Mendoza,2013,jul-13,239.009
Mendoza,2013,ago-13,239.623
Mendoza,2013,sep-13,238.411
Mendoza,2013,oct-13,237.994
Mendoza,2013,nov-13,239.631
Mendoza,2013,dic-13,240.833
Mendoza,2014,ene-14,240.85
Mendoza,2014,feb-14,246.94
Mendoza,2014,mar-14,255.73
Mendoza,2014,abr-14,255.18
Mendoza,2014,may-14,238.819
Mendoza,2014,jun-14,238.329
Mendoza,2014,jul-14,238.665
Mendoza,2014,ago-14,237.428
Mendoza,2014,sep-14,237.054
Mendoza,2014,oct-14,239.89
Mendoza,2014,nov-14,241.583
Mendoza,2014,dic-14,242.266
Mendoza,2015,ene-15,245.154
Mendoza,2015,feb-15,252.241
Mendoza,2015,mar-15,259.308
Mendoza,2015,abr-15,259.127
Mendoza,2015,may-15,243.458
Mendoza,2015,jun-15,244.572
Mendoza,2015,jul-15,244.073
Mendoza,2015,ago-15,243.064
Mendoza,2015,sep-15,242.266
Mendoza,2015,oct-15,241.51
Mendoza,2015,nov-15,243.642
Mendoza,2015,dic-15,242.865
Mendoza,2016,ene-16,243.049
Mendoza,2016,feb-16,247.155
Mendoza,2016,mar-16,252.741
Mendoza,2016,abr-16,249.542
Mendoza,2016,may-16,236.951
Mendoza,2016,jun-16,236.128
Mendoza,2016,jul-16,237.523
Mendoza,2016,ago-16,238.356
Mendoza,2016,sep-16,238.197
Mendoza,2016,oct-16,238.803
Mendoza,2016,nov-16,241.689
Mendoza,2016,dic-16,243.264
Mendoza,2017,ene-17,244.218
Mendoza,2017,feb-17,249.654
Mendoza,2017,mar-17,255.68
Mendoza,2017,abr-17,248.696
Mendoza,2017,may-17,240.154
Mendoza,2017,Jun-17,240.153
Mendoza,2017,Jul-17,240.531
Mendoza,2017,ago-17,240.742
Mendoza,2017,sep-17,239.553
Mendoza,2017,oct-17,239.593
Mendoza,2017,nov-17,243.827
Mendoza,2017,dic-17,245.692
Mendoza,2018,ene-18,245.737
Mendoza,2018,feb-18,253.406
Mendoza,2018,mar-18,259.652
Mendoza,2018,abr-18,256.646
Mendoza,2018,may-18,243.793
Mendoza,2018,jun-18,241.857
Mendoza,2018,jul-18,243.183
Mendoza,2018,ago-18,243.171
Mendoza,2018,sep-18,241.253
Mendoza,2018,oct-18,242.149
Mendoza,2018,nov-18,244.702
Mendoza,2018,dic-18,244.637
Mendoza,2019,ene-19,245.334
Mendoza,2019,feb-19,252.082
Mendoza,2019,mar-19,256.409
Mendoza,2019,abr-19,254.84
Mendoza,2019,may-19,243.162
Mendoza,2019,jun-19,241.216
Mendoza,2019,jul-19,242.094
Mendoza,2019,ago-19,241.7
Mendoza,2019,sep-19,238.082
Mendoza,2019,oct-19,239.215
Mendoza,2019,nov-19,242.32
Mendoza,2019,dic-19,241.173
Mendoza,2020,ene-20,240.46
Mendoza,2020,feb-20,246.888
Mendoza,2020,mar-20,249.303
Mendoza,2020,abr-20,234.96
Mendoza,2020,may-20,224.574
Mendoza,2020,jun-20,224.155
Mendoza,2020,jul-20,222.914
Mendoza,2020,ago-20,222.589
Mendoza,2020,sep-20,222.34
Mendoza,2020,oct-20,223.509
Mendoza,2020,nov-20,227.06
Mendoza,2020,dic-20,228.328
Mendoza,2021,ene-21,229.905
Mendoza,2021,feb-21,235.359
Mendoza,2021,mar-21,239.236
Mendoza,2021,abr-21,235.974
Mendoza,2021,may-21,225.494
Mendoza,2021,jun-21,225.346
Mendoza,2021,jul-21,225.582
Mendoza,2021,ago-21,226.34
Mendoza,2021,sep-21,225.462
Mendoza,2021,oct-21,227.05
Misiones,2009,ene-09,82.01
Misiones,2009,feb-09,83.435
Misiones,2009,mar-09,84.734
Misiones,2009,abr-09,86.438
Misiones,2009,may-09,88.024
Misiones,2009,jun-09,88.283
Misiones,2009,jul-09,88.975
Misiones,2009,ago-09,88.284
Misiones,2009,sep-09,86.813
Misiones,2009,oct-09,85.471
Misiones,2009,nov-09,84.388
Misiones,2009,dic-09,83.566
Misiones,2010,ene-10,82.879
Misiones,2010,feb-10,84.508
Misiones,2010,mar-10,86.424
Misiones,2010,abr-10,88.3
Misiones,2010,may-10,88.636
Misiones,2010,jun-10,89.252
Misiones,2010,jul-10,89.642
Misiones,2010,ago-10,90.035
Misiones,2010,sep-10,89.043
Misiones,2010,oct-10,87.923
Misiones,2010,nov-10,87.612
Misiones,2010,dic-10,87.195
Misiones,2011,ene-11,87.574
Misiones,2011,feb-11,90.321
Misiones,2011,mar-11,93.086
Misiones,2011,abr-11,95.522
Misiones,2011,may-11,96.928
Misiones,2011,jun-11,96.841
Misiones,2011,jul-11,97.613
Misiones,2011,ago-11,97.38
Misiones,2011,sep-11,96.314
Misiones,2011,oct-11,95.056
Misiones,2011,nov-11,95.641
Misiones,2011,dic-11,93.965
Misiones,2012,ene-12,93.031
Misiones,2012,feb-12,93.887
Misiones,2012,mar-12,96.087
Misiones,2012,abr-12,97.306
Misiones,2012,may-12,98.524
Misiones,2012,jun-12,98.714
Misiones,2012,jul-12,98.664
Misiones,2012,ago-12,98.027
Misiones,2012,sep-12,96.004
Misiones,2012,oct-12,94.762
Misiones,2012,nov-12,96.213
Misiones,2012,dic-12,94.633
Misiones,2013,ene-13,95.217
Misiones,2013,feb-13,96.879
Misiones,2013,mar-13,99.363
Misiones,2013,abr-13,101.371
Misiones,2013,may-13,102.498
Misiones,2013,jun-13,103.091
Misiones,2013,jul-13,103.62
Misiones,2013,ago-13,102.692
Misiones,2013,sep-13,100.78
Misiones,2013,oct-13,100.085
Misiones,2013,nov-13,100.906
Misiones,2013,dic-13,98.119
Misiones,2014,ene-14,96.94
Misiones,2014,feb-14,97.904
Misiones,2014,mar-14,100.243
Misiones,2014,abr-14,102.612
Misiones,2014,may-14,104.013
Misiones,2014,jun-14,104.463
Misiones,2014,jul-14,105.095
Misiones,2014,ago-14,103.541
Misiones,2014,sep-14,102.138
Misiones,2014,oct-14,100.672
Misiones,2014,nov-14,101.178
Misiones,2014,dic-14,101.099
Misiones,2015,ene-15,100.652
Misiones,2015,feb-15,101.914
Misiones,2015,mar-15,105.355
Misiones,2015,abr-15,107.922
Misiones,2015,may-15,110.031
Misiones,2015,jun-15,111.612
Misiones,2015,jul-15,111.938
Misiones,2015,ago-15,111.817
Misiones,2015,sep-15,109.002
Misiones,2015,oct-15,106.31
Misiones,2015,nov-15,105.226
Misiones,2015,dic-15,102.212
Misiones,2016,ene-16,99.785
Misiones,2016,feb-16,101.491
Misiones,2016,mar-16,104.799
Misiones,2016,abr-16,106.697
Misiones,2016,may-16,107.186
Misiones,2016,jun-16,107.273
Misiones,2016,jul-16,107.134
Misiones,2016,ago-16,105.932
Misiones,2016,sep-16,103.104
Misiones,2016,oct-16,100.733
Misiones,2016,nov-16,100.762
Misiones,2016,dic-16,99.793
Misiones,2017,ene-17,99.088
Misiones,2017,feb-17,99.541
Misiones,2017,mar-17,102.54
Misiones,2017,abr-17,106.009
Misiones,2017,may-17,109.757
Misiones,2017,Jun-17,110.71
Misiones,2017,Jul-17,110.096
Misiones,2017,ago-17,107.502
Misiones,2017,sep-17,102.514
Misiones,2017,oct-17,99.888
Misiones,2017,nov-17,100.445
Misiones,2017,dic-17,100.78
Misiones,2018,ene-18,100.135
Misiones,2018,feb-18,100.897
Misiones,2018,mar-18,105.472
Misiones,2018,abr-18,109.806
Misiones,2018,may-18,111.338
Misiones,2018,jun-18,110.458
Misiones,2018,jul-18,109.755
Misiones,2018,ago-18,107.782
Misiones,2018,sep-18,102.503
Misiones,2018,oct-18,98.76
Misiones,2018,nov-18,98.397
Misiones,2018,dic-18,98.512
Misiones,2019,ene-19,97.929
Misiones,2019,feb-19,99.448
Misiones,2019,mar-19,103.481
Misiones,2019,abr-19,107.017
Misiones,2019,may-19,108.54
Misiones,2019,jun-19,108.266
Misiones,2019,jul-19,107.71
Misiones,2019,ago-19,104.785
Misiones,2019,sep-19,100.062
Misiones,2019,oct-19,96.79
Misiones,2019,nov-19,96.311
Misiones,2019,dic-19,96.759
Misiones,2020,ene-20,96.058
Misiones,2020,feb-20,96.942
Misiones,2020,mar-20,100.38
Misiones,2020,abr-20,100.463
Misiones,2020,may-20,101.94
Misiones,2020,jun-20,102.35
Misiones,2020,jul-20,101.808
Misiones,2020,ago-20,100.226
Misiones,2020,sep-20,97.716
Misiones,2020,oct-20,94.083
Misiones,2020,nov-20,93.952
Misiones,2020,dic-20,93.746
Misiones,2021,ene-21,93.741
Misiones,2021,feb-21,95.523
Misiones,2021,mar-21,100.733
Misiones,2021,abr-21,104.23
Misiones,2021,may-21,106.215
Misiones,2021,jun-21,105.773
Misiones,2021,jul-21,105.653
Misiones,2021,ago-21,104.202
Misiones,2021,sep-21,101.214
Misiones,2021,oct-21,97.726
Neuquén,2009,ene-09,92.927
Neuquén,2009,feb-09,93.316
Neuquén,2009,mar-09,91.581
Neuquén,2009,abr-09,87.304
Neuquén,2009,may-09,85.173
Neuquén,2009,jun-09,85.267
Neuquén,2009,jul-09,85.401
Neuquén,2009,ago-09,85.11
Neuquén,2009,sep-09,84.909
Neuquén,2009,oct-09,83.93
Neuquén,2009,nov-09,85.439
Neuquén,2009,dic-09,86.313
Neuquén,2010,ene-10,87.525
Neuquén,2010,feb-10,88.921
Neuquén,2010,mar-10,89.176
Neuquén,2010,abr-10,86.327
Neuquén,2010,may-10,84.661
Neuquén,2010,jun-10,84.73
Neuquén,2010,jul-10,85.464
Neuquén,2010,ago-10,86.362
Neuquén,2010,sep-10,86.427
Neuquén,2010,oct-10,86.576
Neuquén,2010,nov-10,87.684
Neuquén,2010,dic-10,89.06
Neuquén,2011,ene-11,90.854
Neuquén,2011,feb-11,92.304
Neuquén,2011,mar-11,92.102
Neuquén,2011,abr-11,89.384
Neuquén,2011,may-11,87.757
Neuquén,2011,jun-11,88.421
Neuquén,2011,jul-11,88.623
Neuquén,2011,ago-11,89.336
Neuquén,2011,sep-11,89.36
Neuquén,2011,oct-11,89.339
Neuquén,2011,nov-11,90.388
Neuquén,2011,dic-11,90.642
Neuquén,2012,ene-12,91.6
Neuquén,2012,feb-12,92.679
Neuquén,2012,mar-12,92.842
Neuquén,2012,abr-12,90.621
Neuquén,2012,may-12,88.966
Neuquén,2012,jun-12,89.33
Neuquén,2012,jul-12,90.298
Neuquén,2012,ago-12,90.524
Neuquén,2012,sep-12,90.698
Neuquén,2012,oct-12,91.28
Neuquén,2012,nov-12,92.513
Neuquén,2012,dic-12,93.257
Neuquén,2013,ene-13,96.087
Neuquén,2013,feb-13,97.487
Neuquén,2013,mar-13,97.639
Neuquén,2013,abr-13,95.136
Neuquén,2013,may-13,93.717
Neuquén,2013,jun-13,93.845
Neuquén,2013,jul-13,96.067
Neuquén,2013,ago-13,96.807
Neuquén,2013,sep-13,96.616
Neuquén,2013,oct-13,97.043
Neuquén,2013,nov-13,98.965
Neuquén,2013,dic-13,100.191
Neuquén,2014,ene-14,103.614
Neuquén,2014,feb-14,104.714
Neuquén,2014,mar-14,104.731
Neuquén,2014,abr-14,102.326
Neuquén,2014,may-14,101.329
Neuquén,2014,jun-14,101.764
Neuquén,2014,jul-14,103.574
Neuquén,2014,ago-14,104.151
Neuquén,2014,sep-14,104.442
Neuquén,2014,oct-14,105.664
Neuquén,2014,nov-14,107.697
Neuquén,2014,dic-14,108.883
Neuquén,2015,ene-15,112.035
Neuquén,2015,feb-15,113.48
Neuquén,2015,mar-15,114.172
Neuquén,2015,abr-15,112.299
Neuquén,2015,may-15,110.802
Neuquén,2015,jun-15,111.215
Neuquén,2015,jul-15,112.59
Neuquén,2015,ago-15,113.879
Neuquén,2015,sep-15,113.529
Neuquén,2015,oct-15,113.375
Neuquén,2015,nov-15,114.441
Neuquén,2015,dic-15,114.132
Neuquén,2016,ene-16,114.695
Neuquén,2016,feb-16,115.508
Neuquén,2016,mar-16,114.446
Neuquén,2016,abr-16,112.107
Neuquén,2016,may-16,110.528
Neuquén,2016,jun-16,110.494
Neuquén,2016,jul-16,111.112
Neuquén,2016,ago-16,111.407
Neuquén,2016,sep-16,110.99
Neuquén,2016,oct-16,110.161
Neuquén,2016,nov-16,111.29
Neuquén,2016,dic-16,111.028
Neuquén,2017,ene-17,112.412
Neuquén,2017,feb-17,111.878
Neuquén,2017,mar-17,111.232
Neuquén,2017,abr-17,107.83
Neuquén,2017,may-17,107.161
Neuquén,2017,Jun-17,107.616
Neuquén,2017,Jul-17,108.791
Neuquén,2017,ago-17,109.674
Neuquén,2017,sep-17,109.905
Neuquén,2017,oct-17,110.469
Neuquén,2017,nov-17,112.877
Neuquén,2017,dic-17,113.311
Neuquén,2018,ene-18,116.612
Neuquén,2018,feb-18,116.877
Neuquén,2018,mar-18,117.129
Neuquén,2018,abr-18,115.275
Neuquén,2018,may-18,114.765
Neuquén,2018,jun-18,114.107
Neuquén,2018,jul-18,114.854
Neuquén,2018,ago-18,115.757
Neuquén,2018,sep-18,115.273
Neuquén,2018,oct-18,115.892
Neuquén,2018,nov-18,117.995
Neuquén,2018,dic-18,119.109
Neuquén,2019,ene-19,121.163
Neuquén,2019,feb-19,122.739
Neuquén,2019,mar-19,122.885
Neuquén,2019,abr-19,120.693
Neuquén,2019,may-19,120.151
Neuquén,2019,jun-19,119.767
Neuquén,2019,jul-19,121.352
Neuquén,2019,ago-19,121.522
Neuquén,2019,sep-19,121.623
Neuquén,2019,oct-19,120.715
Neuquén,2019,nov-19,121.562
Neuquén,2019,dic-19,121.834
Neuquén,2020,ene-20,123.685
Neuquén,2020,feb-20,123.904
Neuquén,2020,mar-20,122.772
Neuquén,2020,abr-20,116.759
Neuquén,2020,may-20,113.881
Neuquén,2020,jun-20,111.482
Neuquén,2020,jul-20,109.245
Neuquén,2020,ago-20,108.69
Neuquén,2020,sep-20,108.932
Neuquén,2020,oct-20,108.771
Neuquén,2020,nov-20,110.121
Neuquén,2020,dic-20,110.735
Neuquén,2021,ene-21,112.433
Neuquén,2021,feb-21,113.484
Neuquén,2021,mar-21,114.77
Neuquén,2021,abr-21,113.226
Neuquén,2021,may-21,112.462
Neuquén,2021,jun-21,112.545
Neuquén,2021,jul-21,113.53
Neuquén,2021,ago-21,114.298
Neuquén,2021,sep-21,114.621
